The result for hurdat2-1851-2017-050118.txt is:

|     Strom name     ||      Storm ID      ||  Distance travel   ||  Mean propagation  ||  Max propagation   ||        TRSE        ||Max hurricane surface area|
|        N/A         ||      AL031887      ||       756.38       ||        9.7         ||       11.97        ||     2979125.0      ||        N/A         |
|        N/A         ||      AL041887      ||      2679.29       ||       12.76        ||       23.49        ||     90243000.0     ||        N/A         |
|        N/A         ||      AL051887      ||      2085.81       ||        9.93        ||       16.17        ||     17388000.0     ||        N/A         |
|        N/A         ||      AL061887      ||      3970.87       ||       17.89        ||       36.13        ||    107862000.0     ||        N/A         |
|        N/A         ||      AL071887      ||      3501.76       ||       15.36        ||        46.5        ||    186177000.0     ||        N/A         |
|        N/A         ||      AL081887      ||      3001.74       ||       22.74        ||       45.68        ||     48297000.0     ||        N/A         |
|        N/A         ||      AL091887      ||      2652.98       ||        9.83        ||       19.16        ||    128772000.0     ||        N/A         |
|        N/A         ||      AL101887      ||      1918.27       ||       19.98        ||        33.9        ||     22296750.0     ||        N/A         |
|        N/A         ||      AL111887      ||       730.85       ||       12.18        ||        12.3        ||     5570250.0      ||        N/A         |
|        N/A         ||      AL121887      ||       358.36       ||        8.53        ||       13.99        ||     6269250.0      ||        N/A         |
|        N/A         ||      AL131887      ||      3711.97       ||       12.13        ||       53.47        ||     84710000.0     ||        N/A         |
|        N/A         ||      AL141887      ||       828.47       ||       13.81        ||       16.06        ||     17402250.0     ||        N/A         |
|        N/A         ||      AL151887      ||      1292.93       ||       12.68        ||       17.44        ||     39924750.0     ||        N/A         |
|        N/A         ||      AL161887      ||      4261.52       ||       21.52        ||       45.35        ||     37905875.0     ||        N/A         |
|        N/A         ||      AL171887      ||      1629.39       ||        9.36        ||       17.85        ||     32552250.0     ||        N/A         |
|        N/A         ||      AL181887      ||       2741.9       ||       18.28        ||       34.49        ||     28380750.0     ||        N/A         |
|        N/A         ||      AL191887      ||      1492.03       ||        11.3        ||       18.83        ||     12378000.0     ||        N/A         |
|        N/A         ||      AL011888      ||       324.68       ||        4.92        ||        6.1         ||     9117750.0      ||        N/A         |
|        N/A         ||      AL021888      ||       374.63       ||        7.8         ||       11.01        ||     4119500.0      ||        N/A         |
|        N/A         ||      AL031888      ||      3615.65       ||        14.7        ||       39.13        ||    104997875.0     ||        N/A         |
|        N/A         ||      AL041888      ||       2048.0       ||       10.34        ||        14.0        ||    114202500.0     ||        N/A         |
|        N/A         ||      AL051888      ||      2043.47       ||       12.61        ||       24.96        ||     9682500.0      ||        N/A         |
|        N/A         ||      AL061888      ||      1599.24       ||       16.66        ||       32.18        ||     14287750.0     ||        N/A         |
|        N/A         ||      AL071888      ||      1828.37       ||       17.93        ||       37.04        ||     35194125.0     ||        N/A         |
|        N/A         ||      AL081888      ||      1962.24       ||        10.9        ||       14.65        ||     16290750.0     ||        N/A         |
|        N/A         ||      AL091888      ||      3478.73       ||        9.2         ||        17.6        ||    131617500.0     ||        N/A         |
|        N/A         ||      AL011889      ||      1404.25       ||       10.18        ||        15.5        ||     21217500.0     ||        N/A         |
|        N/A         ||      AL021889      ||      1943.43       ||       14.08        ||       25.77        ||     15484125.0     ||        N/A         |
|        N/A         ||      AL031889      ||       1480.4       ||        6.49        ||        9.67        ||     44700000.0     ||        N/A         |
|        N/A         ||      AL041889      ||      2247.42       ||        7.97        ||       14.96        ||    148614000.0     ||        N/A         |
|        N/A         ||      AL051889      ||      3146.88       ||       13.45        ||       25.67        ||     47392500.0     ||        N/A         |
|        N/A         ||      AL061889      ||      4341.01       ||       12.47        ||       42.35        ||    101865000.0     ||        N/A         |
|        N/A         ||      AL071889      ||      2318.23       ||       12.88        ||       21.25        ||     15884250.0     ||        N/A         |
|        N/A         ||      AL081889      ||      2367.55       ||       14.09        ||       20.46        ||     18512250.0     ||        N/A         |
|        N/A         ||      AL091889      ||      2923.67       ||        20.3        ||       42.34        ||     11029625.0     ||        N/A         |
|        N/A         ||      AL011890      ||       299.53       ||        5.55        ||        7.22        ||     3924000.0      ||        N/A         |
